_ds,row,sentence,word_count,char_count,comma_count,avg_word_len,has_I,has_we_our,modal_verb,opinion_verb,hedge,future_marker,conditional,subordinator,passive_voice,enumeration,pronoun_it_they,nominalization,question,imperative_start,fragment,proper_noun_density,sentiment,subjectivity
R4,194,"Given the low potential payoff from using environmental licensing as a tool for child support enforcement, we are concerned that such legislation might become a vehicle for other, unwarranted changes in the environmental laws.",34,226,2,5.588235294117647,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0.0,-0.999902725,0.8977097
R4,266,"It might b e worthwhile, however, for the President to mention it in some future child support radio address.",19,109,2,4.631578947368421,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.05263157894736842,-0.980552614,0.07427573
R4,281,I wonder if there's a way to interpret section 368 of PL 104-193 regarding liens or section 369 regarding licenses to do this?,23,126,0,3.869565217391304,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,-0.949088514,0.000411715
R4,284,Much more  work needs  to  be done by the legal staff of the  various  agencies  and  departments  before  we could actually ask the President to promulgate an executive order.,29,176,0,4.758620689655173,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.034482758620689655,-0.927977145,0.008058895
R4,286,"While many of the ninety-two licenses listed are arcnane and unlikely to prove effective as enforcement tools, this is at least an appropriate starting point for discussions with other federal agencies to identify federal powers which might be used to encourage compliance with child support orders.",46,299,1,5.456521739130435,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0.0,,
R4,393,5. purposefully leaving block grant uses very vague to allow states to try a variety of approaches; have not yet done runs on block grant formula but realize they may need to set a small state floor.,37,199,0,4.297297297297297,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,-0.729949474,0.34066772
R4,399,8. reason for explicitly listing family formation as part of the High Performance Bonus: it's not included in current guidance and this will ensure it's included in future rule.,29,177,0,4.931034482758621,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.06896551724137931,0.785169303,0.1250493
R4,405,"The theme we recommend for the State of the Union is ""Responsibility for the Future.""",15,85,0,4.533333333333333,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.13333333333333333,0.928217292,0.002432646
R4,412,"We had considered other  labels for this initiative (""Leaving  No One Behind,"" ""Every  Child's  Initiative,"" and  ""Education First"") but advocate ""Closing the Opportunity Gap"" because it shows continuity with your core philosophy and values, suggests a sweeping challenge worthy of a sweeping response, and provides a framework that will energize the entire economic and domestic team, from Summers and Herman to Shalala, Riley; and Cuomo.",65,439,6,5.4,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0.07692307692307693,-0.984817445,0.75010324
R4,433,A path for future fund  increases to make Head Start universal  could also be established.,15,90,0,4.866666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,-0.915976524,0.9904213
R4,445,We could also reintroduce a version of education opportunity zones.,10,67,0,5.7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,-0.962342978,0.000564502
R4,452,"We could  challenge  the private sector to contribute hardware, software and man-hours  and possibly give them tax incentives  to donate used equipment.",22,152,1,5.636363636363637,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.776410222,6.91e-09
R4,456,"We could dedicate $100 million- perhaps from the existing technology literacy challenge initiative - to ensure all new teachers, or all middle-school teachers, receive training in how to use computers as a learning device.",34,222,2,5.264705882352941,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,
R4,473,And of course we could add our food stamp car and IDA car policies.,14,67,0,3.7857142857142856,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,
R4,474,These announcements could work either before or after the VP announces the $250 million employment grants for fathers and families.,20,131,0,5.35,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.996249378,0.53344035
R4,480,"The details of the tobacco policy are still being worked out, but you could use this generic language as a placeholder.",21,119,1,4.619047619047619,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.990930378,0.92247486
R4,500,"Apparently our parents of CHIP proposal as currently scored wouldn't give states the option of covering legal immigrant parents, despite the fact that we propose to cover legal immigrant kids under CHIP.",32,203,1,5.28125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,
R4,503,If the parents proposal flies (and I hope it does) I think it would be embarrassing if we left out legal immigrants.,22,116,0,4.181818181818182,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.956939816,0.015494037
R4,519,Jennifer and Jeff Farkas are trying to figure out if they can squirrel away some of the $15 million elsewhere in a place that will be more likely to get funded.,31,160,0,4.064516129032258,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.06451612903225806,-0.998328507,0.000785746
R4,522,I made some changes to it adding some language on working poor and playing down some of their nutritional education ideas and playing up on the outreach (education about eligibility) aspects.,31,191,0,5.096774193548387,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.887825251,0.00725514
R4,560,"Based on info Amy provided on the marriage stats,  I'd  replace  the  2nd  graph  of  3d)  in  the 11/24 memo to BR/EL with the following.",25,138,1,3.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,-0.991025448,0.000135159
R4,562,Something not proposed by the VP which we could add is funding- for National Center for Health Statistics to improve data on marriage and divorce.,25,146,0,4.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.986408353,2.61e-06
R4,565,"We could either wait for them to do so, or pre-empt them with a modest funding proposal.",17,88,1,4.0588235294117645,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.997089684,0.00139294
R4,607,"I also would suggest that the first paragraph be made longer, Jeanne what do you think and what  would  you add?",21,112,1,4.190476190476191,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.047619047619047616,,
R4,613,"I suggest you drop the ""however"" in the second paragraph.",10,57,0,4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,
