_ds,row,sentence,word_count,char_count,comma_count,avg_word_len,has_I,has_we_our,modal_verb,opinion_verb,hedge,future_marker,conditional,subordinator,passive_voice,enumeration,pronoun_it_they,nominalization,question,imperative_start,fragment,proper_noun_density
K2,922,"and expanding drug testing, intervention and treatment in Federal prisons through his budgets and the 1994 Crime Act.",18,117,1,5.222222222222222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1111111111111111
K2,923,Q. Is the federal government tracking the problem of drug use in its own prisons?,15,81,0,4.333333333333333,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.06666666666666667
K2,924,What are you doing about the drug problem in federal prisons?,11,61,0,4.545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
K2,925,"A. Under the leadership of Attorney General Reno, the federal Bureau of Prisons is carrying out model programs in drug testing, drug treatment, and drug detection.",26,163,3,5.115384615384615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19230769230769232
K2,926,Drug Testing.,2,13,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K2,927,"In 1997, federal inmates were subject to 127,460 drug tests.",10,60,2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K2,928,"Two percent of tests were positive, as compared to the 9 percent average for state correctional systems.",17,104,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K2,929,Prisoners testing positive for drugs are appropriately punished and follow up tests are scheduled regularly to ensure they stay clean.,20,134,0,5.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0
K2,930,"Drug testing of correctional officers, and other selected employees is also an established policy in the Federal Bureau of Prisons.",20,131,1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
K2,931,Drug Treatment.,2,15,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K2,932,"In compliance with the 1994 Crime Law, drug treatment is provided to 100 percent of eligible inmates prior to their release from Bureau custody.",24,144,1,4.666666666666667,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.08333333333333333
K2,933,"In FY 97, nearly 31,000 inmates participated in Bureau treatment programs.",11,74,2,4.909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091
K2,934,The number of institutions offering residential treatment has grown from 32 to 42 since FY I 994.,17,97,0,4.294117647058823,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
K2,935,Drug Detection.,2,15,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K2,939,A. No.,2,6,0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
K2,940,"By law, states must develop and implement plans for drug testing and intervention as a condition of receiving federal prison construction grants.",22,145,1,5.545454545454546,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0
K2,942,All 50 state correctional systems conducted some form of drug testing on their inmates last year;,16,97,0,4.9375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K2,943,yet no comprehensive data exists on the prevalence on drug use in state prisons.,14,80,0,4.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
K2,947,"In addition, the President is proposing $197 million in FY 99 for a series of initiatives to help states promote coerced abstinence and treatment: I) $85 million for a new drug testing, sanctions, and intervention program for states and local criminal justice systems; 2) $30 million for Drug Courts; 3) $4. 7 million for the federal Operation Drug Test program; 4) $5 million for a juvenile justice demonstration program to combat teen drug use; and 5) $72 million to continue the Residential Substance Abuse Treatment in State Prisons program.",89,545,3,4.696629213483146,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.12359550561797752
K2,948,Q. The President's directive asks the Attorney General to work with states to increase their penalties for smuggling drugs into prisons.,21,136,0,5.380952380952381,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14285714285714285
K2,951,The 1994 Omnibus Crime Act increased penalties for illegal drug use and smuggling drugs into Federal prisons.,17,109,0,5.176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23529411764705882
K2,952,"For instance, drug trafficking in Federal prisons can now lead to imprisonment for up to 20 years for smuggling narcotics and methamphetamine, and up to 5 years for trafficking marijuana.",30,187,2,5.066666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03333333333333333
K2,954,"Crime rates in this country have dropped significantly for 5 years, and the number of Americans who have used drugs is down nearly 50% from its peak 15 years ago.",30,162,1,4.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333333333333333
K2,955,"Also, drug-related murders have dropped to their lowest point in a decade, and recent drug use surveys indicate that -- for the first time in years -- teen drug use is leveling off, and in some instances, modestly decreasing.",39,225,4,4.538461538461538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K2,959,My Administration consistently has promoted testing offenders and requiring treatment as a means of reducing recidivism and drug-related crime.,19,143,0,6.473684210526316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05263157894736842
K2,960,"We have worked to expand the number of Drug Courts throughout the country, increased the number of federal arrestees and prisoners who are tested and treated for drugs, and launched an innovative ""Breaking the Cycle"" initiative, which is a rigorous program of testing, treatment, supervision, and sanctions for offenders at all stages of the criminal justice process.",57,367,6,5.298245614035087,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03508771929824561
K2,961,"And under your leadership, the Federal Bureau of Prisons provides models of excellence in drug detection, inmate testing, and drug treatment.",21,141,3,5.571428571428571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14285714285714285
K2,964,Convicted offenders who undergo drug testing and treatment while incarcerated and after release are approximately twice as likely to stay drug- and crime-free as those offenders who do not receive testing and treatment.,33,219,0,5.575757575757576,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
K2,965,"But when drug use inside prisons is ignored, the demand for drugs runs high.",14,76,1,4.357142857142857,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0
K2,966,"In this environment, correction officials struggle to keep their prisons drug-free.",11,83,1,6.363636363636363,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0
K2,967,Often drugs are smuggled in by visitors; sometimes even by compromised correctional staff.,13,90,0,5.846153846153846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
K2,968,"To maintain order in our prisons, to make effective treatment possible, and to reduce drug-related crime, we can not tolerate drug use and trafficking within the nation's prisons.",28,179,3,5.214285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K2,979,Rahm: I'll drop the other paper off to you tonight before I leave.,13,66,0,3.923076923076923,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
K2,981,I just dropped off the attached version and faxed it to DOJ and ONDCP.,14,70,0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K2,990,Use has dropped from over 25% in 1981 when the program started to 3% in 1995 -- which is one-third the civilian rate.,23,117,0,3.391304347826087,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
K3,3,Thanks.,1,7,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K3,4,"Presidential Directive on Coerced Abstinence in the Criminal Justice System January 12, 1998",13,92,1,5.615384615384615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5384615384615384
K3,8,The President also announced that his FY 1999 budget will include nearly $200 million for a series of initiatives to promote coerced abstinence and treatment in the criminal justice system.,30,189,0,5.033333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.03333333333333333
K3,10,"CASA's study found that 1.4 million offenders -- or 80% of the I. 7 million criminals in prison and jails -- were either high on drugs or alcohol when arrested, stole property to buy drugs, or have a history of drug and alcohol abuse.",44,234,2,3.977272727272727,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
K3,11,Many other studies also confirm that the majority of individuals in the criminal justice system have similar drug histories.,19,124,0,5.526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,12,â€¢ Testing to Measure Progress.,5,32,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
K3,13,"Under current law and federal guidelines, states are required to submit drug testing and intervention plans for their federal prison grant funding.",22,147,1,5.636363636363637,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0
K3,14,"The President's directive calls on the Attorney General to amend the guidelines to require states to also include a baseline report of their prison drug  abuse problem, and to report every year thereafter to chart the progress they are making to reduce drug use and availability.",46,279,1,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.043478260869565216
K3,15,The directive also encourages states to expand their efforts to include other offenders involved in the criminal justice system,19,127,0,5.7368421052631575,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K3,16,â€¢ Helping States Get the Job Done.,7,36,0,3.7142857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714
K3,17,"Today's directive asks the Attorney General to draft and transmit to the Congress legislation that will grant states the flexibility to use their federal prison construction and substance abuse treatment funds to provide the full range of drug testing, sanctions and treatment for offenders under criminal justice supervision.",48,326,1,5.75,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0.0625
K3,18,"With this added flexibility, states could tap into the nearly $8 billion in prison funds authorized by the 1994 Crime Law (about $2 billion of which already have been appropriated to date).",32,189,1,4.5625,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0625
K3,20,"Finally, the President's directive calls on the Attorney General to work with the states to enhance their penalties for drug trafficking into and within correctional facilities.",26,177,1,5.730769230769231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07692307692307693
K3,21,The 1994 Omnibus Crime Bill contains tough penalties for similar crimes.,11,72,0,5.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727
K3,23,"A Record of Accomplishment     â€¢ President Clinton has consistently promoted a policy of drug testing, sanctions and treatment for offenders.",20,143,1,5.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2
K3,24,"Specifically, he has:",3,21,1,5.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K3,26,The  President  fought for and signed the legislation  requiring states to drug test prisoners  and  parolees as  a condition  for  receiving prison grants.,23,156,0,5.434782608695652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.043478260869565216
K3,27,States must now submit comprehensive drug testing and intervention plans for prisoners and parolees by March 1998 and implement  them  by September 1998.,23,153,0,5.217391304347826,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.08695652173913043
K3,28,Today's actions directly build on this effort,7,45,0,5.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,29,Doubled the Number of Federal Arrestees Tested.,7,47,0,5.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42857142857142855
K3,30,President Clinton directed the Attorney General to create a program to drug test federal criminal defendants.,16,109,0,5.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875
K3,31,"Operation Drug TEST (Testing, Effective Sanctions and Treatment) was established and funded a pilot program to immediately test defendants upon their arrest.",22,157,1,6.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.13636363636363635
K3,32,"In FY 1997, data from 24 judicial districts indicated that 56% of defendants (9,308) were tested -- a dramatic increase over the 28% (4,929) of defendants tested in the previous year.",31,183,3,3.967741935483871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
K3,33,There was also a 190% increase in drug treatment for defendants over the same period.,15,85,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,35,"Through  his  budgets and the 1994 Crime Act, the President has promoted coerced abstinence in the federal prison system.",19,121,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.10526315789473684
K3,36,"In 1997 federal prisoners were subjected to nearly 130,000 drug tests.",11,70,1,4.363636363636363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
K3,37,"Additionally, the number of inmates required to receive treatment increased by 3-fold (from 5,450 in FY 1993 to 17,943 in FY 1997).",22,131,3,3.8636363636363638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,38,Multiplied the Number of Drug Courts.,6,37,0,5.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333
K3,39,"As part of the 1994 Crime Act, the President fought to launch a $1 billion initiative to spread Drug Courts across the country.",23,127,1,4.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17391304347826086
K3,40,"Drug Courts use drug testing, sanctions and -- when necessary -Â­ treatment  to cut  crime and addiction.",17,105,1,4.705882352941177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.058823529411764705
K3,41,Drug Courts have increased from a mere handful in 1993 to more than 200 that are operational today.,18,99,0,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555
K3,43,"The President's FY 1999 Budget will continue the Administration's policy of drug testing, sanctions and treatment.",16,114,1,5.6875,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0625
K3,44,"In particular, the budget includes $192 million for the following programs: -- $85 million for a new Drug Testing Initiative -- $30 million to add more Drug Courts -- $4.7 million for Operation Drug Test -- $5 million for demonstration to combat teenage drug use -- $72 million for treatment in state prisons",53,308,1,4.245283018867925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1509433962264151
K3,45,"''Zero Tolerance""lnitiative for Drugs in Prison Questions and Answers January 12, 1998",12,86,1,5.416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667
K3,46,Q. What is the President announcing today?,7,42,0,4.857142857142857,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2857142857142857
K3,47,"A. Today, the President signed a directive to the Attorney General calling on her to take the necessary steps to:",20,113,1,4.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15
K3,49,"Under current law and federal guidelines, states are required to submit drug testing and intervention plans for their federal prison grant funding.",22,147,1,5.636363636363637,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0
K3,50,"The President's directive calls on the Attorney General to amend the guidelines to require states to also include a baseline report of their prison drug abuse problem, and to report every year thereafter to chart the progress they are making to reduce drug use and availability.",46,278,1,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.043478260869565216
K3,53,This will allow states to tap into the nearly $8 billion in prison funds authorized by the 1994 Crime Law (about $2 billion of which already have been appropriated to date).,31,173,0,4.258064516129032,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.06451612903225806
K3,55,"Finally, the President's directive calls on  the  Attorney General to consult with the states to enhance their penalties for drug trafficking into and within correctional facilities.",26,182,1,5.846153846153846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07692307692307693
K3,56,The 1994 Omnibus Crime Bill contains tough penalties for similar crimes.,11,72,0,5.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727
K3,58,The President also announced that his FY 99 budget will include $ 97 million for a series of initiatives to promote coerced abstinence and treatment in the criminal justice system-Â­ including $85 million for a new drug testing and sanctions program for states and localities.,45,276,0,4.888888888888889,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.022222222222222223
K3,61,"A.      While crime rates continue to drop and overall drug use is down, illegal drugs remain an enormous factor  behind  the level of crime and violence  in America.",28,166,1,4.571428571428571,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.03571428571428571
K3,62,Drug addicts are involved in approximately 3 to 5 times the  number of criminal  incidents as arrestees  who do not use drugs.,22,126,0,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
K3,63,"Last week, Columbia University's Center on Addiction and Substance Abuse (CASA) released a study confirming the need for coerced abstinence and treatment in the criminal justice system.",27,185,1,5.703703703703703,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.18518518518518517
K3,64,"CASA's study found that 1.4 million offenders -- or 80% of the 1.7 million criminals in prison and jails -- were either high on drugs or alcohol when arrested, stole property to buy drugs, or have a history of drug and alcohol abuse.",43,233,2,4.046511627906977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
K3,65,"Drug test results and anecdotal information reveal that even while incarcerated, offenders can gain access to drugs.",17,116,1,5.764705882352941,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
K3,66,"In drug tests conducted last year, approximately 2 percent of offenders in federal prison and roughly 9 percent of inmates in state facilities tested positive for drugs.",27,169,1,5.148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,68,We know that drug testing and treatment can help to break the cycle of drugs and crime.,17,87,0,4.117647058823529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,69,Convicted offenders who undergo drug testing and treatment while in prisons and after release are approximately twice as likely to stay drug-free and crime-free as those offenders who do not receive drug testing and treatment.,35,226,0,5.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
K3,71,Q.  How is this different from previous actions taken by this Administration to address this issue?,16,99,0,5.0625,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.125
K3,73,A   The President's action today builds on his strong record of accomplishment in this area.,15,92,0,4.933333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06666666666666667
K3,74,"In 1996, the President launched the first comprehensive effort to  address  the drug problem in our state criminal justice systems.",20,131,1,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
K3,75,President Clinton fought for and signed legislation to require states-- whose criminal justice systems  house the vast majority of drug dependent offenders-- to drug test prisoners and parolees as a condition of receiving federal prison grants.,36,244,0,5.638888888888889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
K3,76,"Under the President's initiative, states must submit comprehensive plans of drug testing and intervention for prisoners and parolees by March 1, 1998 and implement them by September 1, 1998.",29,190,3,5.068965517241379,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.06896551724137931
K3,78,The directive also makes more resources available to states to help them get the job done,16,89,0,4.625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K3,79,The President has taken numerous other actions to combat the problem of drug abuse by offenders involved in the criminal justice system including: doubling the number of federal arrestees drug tested in 24 judicial districts;,35,225,0,5.3428571428571425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02857142857142857
K3,81,"and expanding drug testing, intervention and treatment in Federal prisons through his budgets and the 1994 Crime Act.",18,117,1,5.222222222222222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1111111111111111
K3,82,Q.  Is the federal government tracking the problem of drug use in its own prisons?,15,82,0,4.333333333333333,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.06666666666666667
K3,83,What are you doing about the drug problem in federal prisons?,11,61,0,4.545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
K3,84,"A       Under the leadership of Attorney General Reno, the federal Bureau of Prisons is carrying out model programs in drug testing, drug treatment, and drug detection.",26,168,3,5.115384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19230769230769232
K3,85,Drug Testing.,2,13,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K3,86,"In 1997, federal inmates were subject to 127,460 drug tests.",10,60,2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,87,"Two percent of tests were positive, as compared to the 9 percent average for state correctional systems.",17,104,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,89,"Drug testing of correctional officers, and other selected employees is also an established policy in the Federal Bureau of Prisons.",20,131,1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
K3,90,Drug Treatment.,2,15,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K3,91,"In compliance  with  the 1994 Crime  Law, drug  treatment  is  provided to 100 percent of  eligible inmates prior to their  release from Bureau custody.",24,152,1,4.666666666666667,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.08333333333333333
K3,92,"In fY 97, nearly 31,000 inmates participated in Bureau treatment  programs.",11,75,2,4.909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091
K3,93,The number of institutions offering residential treatment has grown from 32 to 42 since FY 1994.,16,96,0,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
K3,94,Drug Detection.,2,15,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K3,95,Innovative drug detection technology is being piloted at Bureau institutions.,10,77,0,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1
K3,98,A.      No.,2,11,0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
K3,99,"By  law, states  must  develop  and implement  plans  for drug testing  and  intervention as a condition of receiving  federal  prison construction  grants.",22,156,1,5.545454545454546,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0
K3,100,"Today's action  means  that as part of those plans, states will need to add infornation on their existing prison drug use problem, and update  that  information  annually.",27,171,2,5.037037037037037,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0.0
K3,101,All 50 state correctional  systems conducted  some form  of drug testing on their  inmates  last year;,16,102,0,4.9375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K3,102,yet no comprehensive data exists on the prevalence on drug use in state prisons.,14,80,0,4.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
K3,107,Q.  The President's directive asks the Attorney General to work with states to increase their penalties for smuggling drugs into prisons.,21,137,0,5.380952380952381,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14285714285714285
K3,109,A.      Yes.,2,12,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
K3,110,The 1994 Omnibus Crime Act increased penalties for illegal drug use and smuggling drugs into Federal prisons.,17,109,0,5.176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23529411764705882
K3,111,"for instance, drug trafficking in Federal prisons can now lead to imprisonment for up to 20 years for smuggling narcotics and methamphetamine, and up to 5 years for trafficking marijuana.",30,187,2,5.066666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03333333333333333
K3,132,Attached is the summary report of our January 6 meeting.,10,56,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
K3,133,Attached is a revised schedule for Advisory Board activities through FY 1998.,12,77,0,5.083333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666
K3,142,Products from Advisory Board,4,28,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5
K3,162,OUTREACH SCHEDULE (revised l/8/98) PRESIDENT'S INITIATIVE ON RACE,8,65,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,163,"January: 13-14 Advisory Board Meeting, Phoenix, AZ -- Employment 14  Workplace Diversity Forum, Phoenix, AZ 30  Corporate Executives Forum, Los Angeles, CA",22,155,6,5.181818181818182,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.36363636363636365
K3,164,"February: 10  Religious Leaders Forum, Newark, NJ 10-11 Advisory Board Meeting, Oakland/San Francisco, CA -- Race and Poverty TBD (week of 22nd)",22,144,4,4.681818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727
K3,165,"Corporate Executives Forum, New York City",6,41,1,5.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666
K3,168,"Religious Leaders Forum, Baltimore (week of 8th)",7,48,1,5.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857
K3,169,"Corporate Executives Forum, Chicago, IL or Cincinnati, OH (week of 15th)",11,72,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091
K3,170,"Religious Leaders Forum, Columbia, SC Religious Leaders Forum, Denver, CO Advisory Board Meeting, Denver, CO -- Race and Stereotyping Religious Leaders Forum, Location  TBD Advisory Board Town Hall Meeting, Chicago, IL Campus/Community Week of Dialogue",35,252,9,5.857142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.45714285714285713
K3,171,"May: 19-20 Advisory Board Meeting, San Antonio,  TX -- Immigration TBD   Corporate Leaders/Religious Leaders Meeting with President",17,131,2,5.9411764705882355,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.47058823529411764
K3,172,"June: 17 -18 Advisory Board Town Hall Meeting , Birmingham, AL",11,62,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45454545454545453
K3,173,"July: TBD Advisory Board Meeting, Charleston, SC -- Administration of Justice",11,77,2,5.636363636363637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36363636363636365
K3,174,"August: TBD Advisory Board Town Hall Meeting, Seattle, WA -- Our Future (Youth)",13,79,2,4.615384615384615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46153846153846156
K3,175,Additional Activities:,2,22,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K3,176,"March 16-17 March 17-20 March 26-29 March 28 TBD TDD University of Mississippi (Dr. Franklin, Gov. Winter) AFL-CIO Executive Council , Las Vegas AFL-CIO Full Participation Conference, Los Angeles Children's Defense Fund Race Town Hall Meeting, Los Angeles American Indian/Alaska Native Town Hall Meetings President's Town Hall Meetings (3)",49,339,4,5.26530612244898,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.5714285714285714
K3,179,"Thus, the vast number of legal immigrants are brought to this country through family-based visas, which do  not take into account education or skill level.",25,155,2,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,184,Efforts to reduce legal immigration levels were defeated during consideration of the 1996 illegal immigration law.,16,114,0,5.875,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0.0
K3,215,"Q&A for Food Safety January 12, 1998",7,36,1,3.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42857142857142855
K3,216,Q:  What steps will the Clinton Administration take to improve food safety?,12,75,0,5.083333333333333,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.25
K3,217,A:  Last year we were able to increase spending on food safety by approximately $40 mil li on.,18,94,0,3.9444444444444446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555
K3,223,Q:  Why is your Administration proposing these actions?,8,55,0,5.625,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.25
K3,224,A:  We have the ability to help Americans stay healthier and increase their confidence in the safety  of the food they eat.,22,123,0,4.454545454545454,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.09090909090909091
K3,225,"We also need to keep up with the changes in the agricultural marketplace,  and in our diets.",17,92,1,4.294117647058823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,226,"For inst ance, there have been dramatic changes in the produce department of the grocery store.",16,95,1,4.875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
K3,227,"Thirty  years  ago,  most  produce  sections only had around a dozen items year round, increasing to as many as 50 in the summer.",23,129,2,4.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K3,228,"Today, the chances are that there are 400 or more items in  the produce  section  and  they are there all year round.",22,117,1,3.9545454545454546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K3,229,"Last year, 38 percent of the fruit and 12 percent  of the vegetables Americans ate were imported .",18,98,1,4.111111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05555555555555555
K3,230,We have changed  as well .,6,26,0,3.1666666666666665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
