<label>|<Sentence Text>|<Always deliberative>|<Non IIA>|<Sentiment>|<Subjectivity>
D0|"Mr. Auerbach said he ""doesn't anticipate"" that play down geographic favoritism and em hasize medical urgency."||1|-0.99656111|0.19106078
D0|Michael Bennett will testify against his brother at a trial scheduled    such  angles are need to cure  grossly unfair regional disparities for Dec. 7.||1|-0.639569461|0.03241087
D0|Court papers show that Patrick Bennett tried    in waiting times, HHS Secretary Donna Shalala argued, She noted unsuccessfully to negotiate a plea bargain with prosecutors.||1|-0.72408998|0.000147239
D0|His client patients in one part of the country may wait as much as five lawyer couldn't be reached yesterday.||1|-0.983296752|0.002805262
D0|In pleading guilty, Michael  times longer than patients in other  arts with similar medical Bennett admitted discussing what to say with his brother when the    conditions.||1|0.967321932|0.000324246
D0|The new rules, supporters contend, would save 300 SEC was investigating allegedly phony transactions that inflated the      lives a year.||1|-0.974697709|0.052317273
D0|But the issue soon degenerated into a fusillade of company's profit in 1993.||1|-0.993988514|0.4672773
D0|One involved Bennett Funding's sale of a charges and counter charges.||1|-0.976054192|0.01178926
D0|Small centers accused the big centers note from the Erie Island Resort & Marina, a time-share  of trying to stage an organ grabbing centers countered that smaller campground in Ohio, to Hemlock Investors Associates, of Franklin    programs were callous about patients at bigger programs who were Lakes, N.J.   Michael Bennett admitted that he signed back-dated   dyfng.||1|-0.999867678|2.02E-10
D0|After Rep. Livingston derailed the rules for now, Charles documents to make it appear that the Erie Island note sale had been Fiske, a founder of the National Transplant Action Committee, a completed prior to the end of 1993, so that Bennett Funding could   patient group based in Portland, Ore., and allied with the Pittsburgh report a $2.7 million profit for that year when it should have shown  center, delivered big bouquets of flowers to the offices of GOP .â€¢||1|-0.990396976|6.09E-10
D0|The flowers, he told staffers, Bennett is the sixth of nine defendants to piead guilty ln the Berni  - symbolized the people who would die because of toe .||1|-0.851366103|0.00053274
D0|He faces a maximum prison term of I 5    congressionally ordered delay in issuing the transplant rules.||1|-0.996478498|0.036154088
D0|"""I years and at least $750,000 in fmes when he is sentenced on Feb.  walked into Livingston's office with a big bouquet of flowers and 11 said, Just don't bother watering them; they'll be dead in a few"||1|-0.999917746|9.69E-05
|||||
D0|Politics & Policy: With Livingston Adding Power as House Speaker, Fight Gets Tougher for Organ-Allocation Reform By Laurie McGinley Starr Reporter of The Wall Street Journal PITTSBURGH --||1|0.995809078|0.28535745
D0|On the day Rep. Robert Livingston was nominated as House speaker, John Fung sat in his office here looking glum.||1|-0.99988699|0.1319971
D0|"""Good for him,"" he said grumpily."||1|-0.601609468|0.011776727
D0|Dr. Fung, who is the chief of transplant surgery at the University of Pittsburgh Medical Center, and the Louisiana Republican have emerged as weeks.'||1|0.993311763|3.68E-08
D0|They weren't too thrilled.''||1|-0.99948895|0.8946291
D0|Rep. Livingston disputes that the delay will cost lives, saying that the rules themselves would threaten patients by discouraging donations.||1|-0.994628727|0.33652535
D0|"""Distributing organs from a national list and m more-centrahzed locations jeopardizes the liealth of the organ and diminishes the incentive for people to donate in the first place,"" he said in a letter to his congressional colleagues last month."||1|-0.999248922|8.47E-05
D0|In any case, faced by Rep. Livingston's implacable opposition, HHS is striking a more conciliatory tone, trying to fmd ways to make the regulations more alatable.||1|0.86558038|0.99941754
D0|Officials emphasize they aren't trying to dictate allocation  policies to the network   for sharing, which staunchly opposed the rules, but are trying to get UNOS to develop new ways to reduce the geographic disparities.||1|-0.938920081|0.5461116
D0|"""We have to work with Congress and the transplant community to resolve issues on this rule,"" says Claude Earl Fox, administrator of Health Resources and Services Administration, the HHS office that handles organ allocation."||1|-0.782674551|0.000326278
D0|"Referring to Mr. Livingston, the administrator  says, ""The speaker is inundated right now, but we want to get together with him and his staff to continue the dialog on this."""||1|0.708678782|0.004432942
D0|William Pfaff, president of UNOS and professor of surgery emeritus at the University of Florida in Gainsville, suggests that a mediator work to try to resolve the differences between HHS and UNOS.||1|-0.630487561|3.72E-09
D0|"""I think using a facilitator would make sense,"" he says."||1|-0.662576497|0.041556437
D0|In the meantime, Congress did authorize HHS to move ahead with part of its rules that would require UNOS and its transplant-center members to provide patients w1m more-ttmely mformat1on on such important issues as survival data.||1|-0.988678396|0.99115527
D0|And it has ordered the respected Institute of Medicine, which is part of me National Academy of Sciences, to study the issue and report back by May.||1|-0.996245682|1.41E-06
D0|Both sides are confident their position will be endorsed by the study.||1|0.990636408|0.004857135
D0|"""If you can get care 100 miles away from your home, that's better than 1,000 miles away,"" says Dr. McDonald."||1|0.930627465|0.44260815
D0|"""That's obvious."""||1|-0.838576376|0.11679899
|||||
D0|Marketing & Media:||1|0.987089217|0.18014383
D0|Golden Books Says Its President Quit To Be Marvel Chief By Patrick M. Reilly Staff Reporter of The Wall Street Journal NEW YORK - Golden Books Family Entertainment, the struggling children's book publisher, was dealt another blow as its president and second-in-command, Eric Ellenbogen, resigned unexpectedly to take a job as president and chief executive officer of Marvel Enterprises Inc.||1|-0.998357356|8.38E-09
D0|Mr. Ellenbogen, 41 years old, came to the company in 1996 as president of its entertainment group, a television and video-based unit.||1|0.95563513|0.012426757
D0|In June, he was named president of the entire company, acting as No. 2 to Richard E. Snyder, the parent's 65-year-old chairman and chief executive.||1|0.986993551|4.36E-09
D0|At Marvel, he succeeds Joseph Ahearn, who previously said he would resign as soon as a successor was named.||1|0.928269207|1.78E-08
D0|Marvel Enterprises was created in October when Marvel Entertainment Group Inc. emerged from Chapter 11 bankruptcy proceedings and merged with Toy Biz Inc.||1|-0.502264917|1.09E-06
D0|"It owns the rights to several comic-book characters including ""Spidennan,"" 11X-Men"" and ""Men in Black,"" as well as Fleer/Skybox, a trading-card maker, and the Panini stickers business."||1|-0.532853663|0.007582942
D0|Mr. Ellenbogen was credited with building Broadway Video, a television production and distribution company, which Golden Books acquired in 1996.||1|0.998920798|0.12980376
D0|"He directed Broadway's acquisition of crucial film and television libraries, including titles such as ""Rudolf the Red-Nosed Reindeer,"" and ""Lassie."""||1|0.690145373|0.055828523
D0|The company said Mr. Snyder now will directly oversee the entertainment unit, which includes home video, merchandising and licensing.||1|0.965684652|0.003226279
D0|Golden Books' nine-month net loss widened sharply to $70.3 million, or $2.77 a share, and revenue fell to $142 million from $ f70 million.||1|-0.999728501|0.98811495
D0|It recently reached a preliminary standstill agreement with a group of bondholders to put off interest payments on $100 million in debt.||1|-0.954538882|0.08471412
D0|"In a recent filing with the Securities and Exchange Commission, Golden Books said there is ""substantial doubt about its ability to continue as a going concern."""||1|-0.927755237|0.31690952
D0|"The company has warned that possible ""restructuring, reduction of costs and other actions"" could result in substantial year-end charges."||1|-0.996921599|0.3388688
D0|Earlier this month, it was notified by the Nasdaq Stock Market about the possible delisting of the company's stock for failure to maintain a closing price of at least $5.||1|-0.999581516|0.7585431
D0|The shares could be delisted .||1|-0.968814611|0.37264326
D0|"as early as Dec. 11, though the company says it plans to ""work with the Nasdaq"" to ensure its continued listing."||1|-0.977945268|0.000914625
D0|Shares of Golden Books fell 6.25 cents to 43.75 cents in Nasdaq trading, close to a 52-week low.||1|-0.999904037|0.9983353
D0|Marvel rose 6.25 cents to $5.9375 in composite New York Stock Exchange trading.||1|-0.976650894|0.00025703
D0|"Golden Books said Mr. Ellenbogen won't be replaced and said it will be ""streamlining"" its organization."||1|-0.531468451|0.4876643
D0|"The company said it will be ""finalizing"" its senior management in the next several weeks."||1|-0.99507314|0.002842073
|||||
D0|Credit Markets: With Market Turmoil in the Rearview Mirror, Corporations Drive Forward With Bond Issues By Catherine Valenti and Tom Sullivan Staff Reporters of The Wall Street Journal Corporations of all stripes rushed to raise money in the bond market, including issuers who just six weeks ago wouldn't have stood a chance of raising funds.||1|-0.966397524|1.87E-05
D0|As confidence  continued after the recent financial turmoil, problem-plagued ftanchis marketing company Cendant Corp. sold $1.55 billion ofbon increasing the size from a planned $500 million in response to strong investor demand.||1|0.864001155|0.000394708
D0|In addition, two telecommunications companies sold junk-rated securities to finance the construction new networks.||1|-0.999492764|6.32E-05
D0|Level 3 Communications Inc., which is using Internet technology, came to market with $500 million of zero-coupon bonds, while Global Crossing Holdings Ltd. sold $500 million of preferred stock to help finance its international fiber-optic links.||1|-0.995471001|1.16E-08
D0|Despite the rush, there is little sign the current flood of bond issuance will ease.||1|-0.997495472|0.8229452
D0|It emerged yesterday that the Seagram Co. is lining up a giant debt offering, likely to come to market in December.||1|-0.99701643|0.46988004
D0|Lead manager Goldman, Sachs & Co. is marketing the deal at a size of $2 billion.||1|-0.87850678|4.53E-05
D0|But there is widespread expectation among people looking at the transaction that the total could be raised to $2.5 billion to $4 billion.||1|-0.960164666|0.9956065
D0|Goldman declined to comment on whether the size would be increased.||1|-0.991217017|0.642232
D0|No official confirmation of the use of proceeds was available.||1|-0.996438384|0.53145677
D0|However Montreal-based Seagram is completing its acquisition of entertainment company PolyGrarn NV.||1|-0.939164281|0.7307001
D0|The acquisition is valued in excess of$10 billion and is expected  to close  Dec. 4.||1|-0.910139143|0.9335607
D0|With issuance rapidly making up any ground lost in September and early October, worries about a credit crunch are easing, though some participants say the real test will come after Thanksgiving with Seagram's deal and the $2.5 billion anticipated from Monsanto Co., announced two weeks ago.||1|0.614242852|1.41E-05
D0|"""The supply overhang that we saw all year is coming to the market and deals are getting done,"" said Greg Hahn, senior vice president and fixed-income portfolio manager at Conseco Capital Management."||1|0.909256339|0.003568269
D0|"""That's a very healthy sign for the market  right now."""||1|0.993147433|0.12949666
D0|The key to Cendant's deal was the high yield on offer, according to investors.||1|0.977484643|0.5384881
D0|That helped to overcome worries about the accounting scandal that has plagued the company this year.||1|0.98948729|0.033934988
D0|"""Obviously  the company has had its accounting problems, but you can't  beat"" the yield on offer relative to Treasurys, said John Kowalik, senior vice president and portfolio manager at Oppenheimer Funds."||1|0.996126831|0.040923033
D0|"""If you're a yield  buyer, this would qualify as a candidate."""||1|-0.72979188|0.13824135
D0|Lead underwriters Chase Securities Inc. and Merrill Lynch & Co. said that even at the increased size, demand outstripped  the bonds available.||1|0.66140449|0.001617743
D0|The company so/d $400 million of two-year notes at a yield 2.875 percentage points more than comparable Treasurys and $1.15 billion of five-year notes at a yield 3.125 percentage points more than Treasurys.||1|-0.655306756|0.9999367
D0|During the four-day roadshow to market the bond deal, syndicate officials said Cendant focused on the strength of its core businesses and strategy.||1|0.992824793|0.00021183
D0|For much of this year, the company's public image has been beset by an accounting scandal that took place at direct marketer CUC International, which merged with HFS Inc. to form Cendant in late 1997.||1|-0.999830365|0.020832578
D0|As a further enticement, Cendant  will increase the coupon on the bond deal by 1.5 percentage points if its ratings are downgraded to junk status by both Moody's Investors Service and Standard & Poor's.||1|-0.994676113|0.98440486
D0|Currently it is rated Baal by Moody's and triple-B by S&P.||1|-0.998704314|0.000120562
D0|In the junk market, Global Crossing's offering of senior exchangeable pay-in-kind preferred securities was doubled from its originally planned size.||1|-0.997206509|0.9988826
D0|The securities were priced at par with a 10.5% dividend rate.||1|-0.658546746|0.9971928
D0|Level 3's deal was its second offering this year.||1|0.986263275|0.94116646
D0|It sold $3 billion of junk bonds in April and these securities have become a market favorite.||1|0.998212934|0.001855233
D0|"During the financial crisis of mid-August to mid-October, ""Level 3 became the only bond you could sell because it was a high-yield benchmark,"" said Jerry Paul, high-yield fund manager Invesco Funds Group, ""and it was knocked down unduly."""||1|0.589642167|0.19327311
D0|"Level 3, which has a $10 billion capital plan, ""saw a nice window to get some funds and got the money,"" said one person familiar with the deal."||1|-0.995570362|0.93938243
D0|Neither Level 3 officials nor lead underwriter Salomon Smith Barney would comment.||1|-0.996333838|0.026466746
D0|Here are the details of yesterday's two-year note auction.||1|-0.998733342|0.1045227
D0|All bids are awarded at a single price at the market-clearing yield.||1|0.941008627|0.43573362
D0|Rates are determined by the difference between that price and the face value.||1|-0.935218751|0.7001438
D0|The notes are dated Nov. 30, and mature Nov. 30, 2000.||1|-0.997490406|0.017067414
|||||
D0|NURSING HOME RESIDENT PROTECTION ACT|||0.991046846|0.9835752
|||||
D0|SUMMARY OF THE PROPOSED LEGISLATION|||0.854189813|0.9835752
D0|The proposed legislation would give DOJ three new tools to combat the failure of nursing homes and other residential health care facilities to treat residents properly.|||0.957021058|7.74E-05
D0|First, it creates criminal sanctions for organizations or individuals who knowingly and willfully engage  in a pattern of  physical  or mental harm to residents.|||-0.987427354|0.016467966
D0|Second, it would create civil penalties that could be imposed on individuals, facility chains, or management companies if they engage in conduct that results in a pattern of  physical  or mental harm to residents.|||-0.993247509|0.036296938
D0|Third,  it would authorize  DOJ to seek injunctive  relief  against these entities or individuals whenever DOJ has reason to suspect  that  they are engaging  in behavior  that  will  result in harm to physical or mental harm to residents.|||-0.990305662|0.7443715
D0|DOJ would have to consult  with HHS before invoking  its injunctive authority.|||-0.964765966|0.9900181
|||||
D1|OUTSTANDING ISSUES HHS is primarily concerned about the overlap in enforcement  authority  that these  new provisions would create.|1||0.992215097|0.9993218
D1|As currently drafted, the only area of facility noncompliance that would not pose the problem of overlapping authority for both agencies would be those cases where violations are minimal  or where the harm to residents is isolated.|1||0.99829179|0.8801407
D1|HHS is concerned  that  in situations  where both agencies have an interest in initiating an enforcement action, DOJ will push HCFA to delay its enforcement action, since DOJ's need  to build a solid case for conviction  may not coincide  with  HCFA's  need to act swiftly when needed.|1||-0.996367216|0.9996476
D1|In addition, HHS is concerned that  DOJ  will develop  its own quality standards for individual facilities and chains when deciding whether to initiate prosecution, thus requiring facilities to comply with one set of standards developed by HCFA  and another  set of standards developed by DOJ.|1||-0.923819065|0.030153768
|||||
D1|DOJ feels that the overlap in enforcement authority is limited to enforcement action in individual facilities.|1||-0.953821361|0.98602664
D1|Currently, no one has the authority to prosecute nursing home chains for repeated violations, which this statute would provide to DOJ.|||-0.985505044|0.000476478
D1|In addition, this policy would not preclude  HHS from taking any action to protect the health and safety of residents, and DOJ is willing to codify this in an MOU.|||0.798555255|0.07883165
|||||
D1|PROPOSED DPC POSITION Modify the DOJ proposal to limit their new enforcement authority to criminal violations and require HHS to propose new legislation providing the111 with new authority to impose civil penalties.|1||-0.987792075|0.9955319
D1|Under this option, the Department of Justice would be allowed to impose new criminal penalties on individuals, facility chains, and management companites who knowingly and willfully engage in a patterns of physical or mental harm to residents.|1||-0.987634182|8.03E-07
D1|HHS would propose new  legislation creating civil penalties that could be imposed on individuals,  facility chains, or management  companies if they engage in conduct that results in a pattern of physical or mental harm to residents.|1||-0.982366145|0.46281874
D1|This compromise provides virtually the same level of enforcement and eliminates the problematic overlap of authority created by the DOJ proposal.|1||0.997765899|0.99878615
|||||
D0|"HD staff have reviewed Section 3039 of the Crime Bill (""Nursing Home Resident Protection Act"") and have the following comments:"|||-0.873834252|3.97E-05
|||||
D1|Inclusion in Crime Bill.|||0.809919775|0.00515724
D1|As a matter of perception, we believe there is a danger in housing a nursing home quality provision  jn the  crime bill.|1||-0.950502574|0.28071827
D1|Nursing home resident advocates have raised concerns that nursing home enforcement should, in general, be a quality issue, not a crime issue.|1||0.922391891|5.68E-06
D1|We recommend pulling the nursing home provision out of the crime bill end sending it up es a stand-alone bill.|1||-0.539937139|0.93677247
|||||
D1|Criminal Authority for DOJ.|||-0.786138177|0.058600515
D1|We concur with the provisions in the bill that would give OQJ criminal authority over both nursing home chains and individual nursing homes.|1||-0.725851357|0.011759265
|||||
D1|Referral.|||0.904131711|0.7374516
D1|The bill would give DOJ the authority to pursue nursing homes without referral from HCFA.|||0.710493147|0.002865286
D1|We believe this would create significant overlap between HCFA's and DOJ's enforcement actions and could impede HCFA's actions to improve quality.|1||-0.961277664|0.9941048
D1|We are also concerned  that, because  DOJ would exercise its authority through its US Attorney's offices, there would not be a consistent application of quality standards.|1||-0.999090791|0.9999577
D1|We recommend that DOJ have the authority to pursue nursing homes only upon referral from HCFA or with the explicit approval of HCFA.|1||-0.705835283|0.9223233
D1|We believe those provisions should be included as part of the actual bill, rather than as an MOU.|1||-0.996901155|0.9992964
|||||
D1|Chains vs. Individual Facilities.|||-0.976161778|3.57E-05
D1|The bill would give DOJ civil authority to pursue both nursing home chains and individual facilities.|||0.832855999|0.000275068
D1|We believe HCFA should have primary civil authority in cases involving individual facilities, and we recommend that ives DOJ civil aut onty over individual facilities.|1||-0.844183981|0.03087075
D1|DOJ would continue to have civil authority through the False Claims Act, upon referral from HCFA.|||0.624961674|0.120392375
D1|DOJ's  proposal  would impede HCFA's ability  to enforce quality through CMPs, including the use of HCFA's new CMP per-instance CMP authority.|1||-0.998121917|0.9975079
D1|For nursing home chains, we believe DOJ should have civil authority to pursue nursing home chains only upon referral from HCFA or with the explicit approval of HCFA.|1||-0.635421932|0.000816054
|||||
D1|Protecting Enforcement of Quality.|1||0.978960633|0.06448448
D1|The bill provides no assurance that HCFA will be allowed to continue quality enforcement actions even if DOJ is conducting its own investigation.|||-0.99580586|0.9877159
D1|We believe HCFA should be able to continue its enforcement actions even if DOJ is conducting its own investigation.|1||-0.982502103|0.8817358
D1|"We recommend including language stating that ""Nothing in this Act shall be construed as depriving the Secretary of Health and Human Services of any authority including enforcement authorites, under the Social Security Act, related to nursing homes. """|1||-0.676152945|0.031167883
|||||
D1|As you  know, negotiations among policy officials at HHS, HCFA, DOJ, 0MB  and DPC are ongoing.|1||0.890208304|0.87935305
D1|We understand that there is a tentative agreement between HCFA and DOJ in exchange for giving DOJ veto authority  over injunctive relief cases brought by DOJ in exchange for giving DOJ civil authority over individual nursing omes, with required advance consultation with HCFA|1||0.591703415|0.99141383
|||||
D1|"    â€¢ Accept this compromise as is, but insert Ian ua e statin that ""Nothing in this  Act  shall be construe as removing the Secretary of Health and Human Services of any authority including enforcement authorities, under the Social Security Act, related to nursing homes."""|1||-0.923438728|0.001567495
D1|This would protect HCFAâ€™s efforts to en orce quality even if DOJ is conducting its own investigation.|1||0.964798987|0.8482372
|||||
D1|â€¢ Give all primary civil authority to HCFA, but establish a referral process in an MOU for both chains and individual facilities.|1||0.979910851|0.0453546
|||||
D0|Please let us know if you have any questions.|||-0.716671884|0.9851444
|||||
D0|PRESIDENT CLINTON: IMPROVING  THE QUALITY  OF  NURSING HOME CARE   â€¢ July 21, 1998|||0.971389651|0.9990231
|||||
D0|"""Moving a parent to a nursing home is one of life's most difficult decisions."|||-0.99465692|0.013516969
D0|"But with these steps, we are giving families the security of knowing that we are doing everything we can to make our nation's nursing homes safe and secure. """|||0.90084672|0.411837
D0|President Bill Clinton July 21, 1998|||0.847879589|0.02573763
|||||
D0|THE NEED  To ENSURE QUALITY CARE IN NURSING HOMES.|||0.820965886|0.9993755
D0|There are approximately 1.6 million older Americans and people with disabilities that receive care in roughly 16,700 nursing homes nationwide.|||0.969694495|0.002463457
D0|Problems like the inappropriate use of physical restraints and a shortage of hearing aids for those in need were reduced by the enactment of new regulations by the Health Care Financing Administration (HCFA) in 1995.|||-0.864249945|0.82916826
D0|However, HCFA's ongoing review of nursing home care, and a report being sent to Congress today by the Department of Health and Human Services (HHS), shows that tougher enforcement is needed to ensure high quality care in an nursing homes.|||-0.716239333|4.19E-09
|||||
D0|A PRESIDENTIAL PLAN To IMPROVE NURSING HOME CARE, This week, the President is sending Congress tough new legislation that cans for:|||-0.961916029|0.9958645
|||||
D0|â€¢ Nursing Homes To Conduct Criminal Background Checks On An Potential Employees;|||0.994321585|8.49E-05
D0|â€¢ The Establishment Of A National Abuse Registry To Keep Track Of Those Convicted Of Abusing Residents;|||0.939764202|4.05E-05
D0|â€¢ Improving Nutrition and Hydration Therapy By Allowing More Categories Of Nursing Home Employees To Perform These Functions|||0.97952342|0.17777418
D0|â€¢ Reauthorization Of The Nursing Home Ombudsman Program Run By The Administration On Aging.|||0.918422461|6.62E-05
|||||
D0|NEW ADMINISTRATIVE ACTIONS To IMPROVE THE QUALITY OF NURSING HOMES.|||0.786636233|0.9996681
D0|Today, the President is also announcing the implementation of new penalties, inspections, and tougher oversight of nursing homes by the HCFA, including:|||-0.528913856|0.002846409
|||||
D0|â€¢ Immediate Civil Monetary Penalties Against Nursing Homes That Violate Federal Standards:|||0.659970701|0.6156845
D0|â€¢ Tougher Nursing Home Inspections, including: (I) Staggered survey times to prevent inadequate nursing homes from preparing for inspections;|||0.869585872|0.000868053
D0|(2) Targeting nursing home chains with bad records;|||-0.999086618|8.13E-06
D0|(3) Cooperative efforts with the HHS Office of the Inspector General and the Department of Justice to refer severe violations of quality care standards for criminal investigation and prosecution where appropriate;|||0.540695548|1.94E-06
D0|â€¢ Stronger Federal Enforcement Of State Nursing Home Oversight and tougher actions against those states that are failing to enforce standards.|||0.994309664|0.9596911
D0|The HCFA win: (I) Terminate federal nursing home inspection funding to states with consistently poor records;|||-0.830197871|5.73E-06
D0|(2) Increase oversight of state inspections;|||0.970454216|0.01615029
D0|(3) Ensure that nursing homes are in compliance with standards before lifting sanctions;|||0.987794995|5.77E-05
D0|â€¢ Publishing Nursing Home Survey Results On The Internet;|||0.945187151|6.43E-05
D0|â€¢ Preventing Bed Sores Dehydration.|||0.999102354|0.13842568
D0|and Malnutrition by requiring state surveyors to monitor actions taken by nursing homes to prevent these ailments;|||-0.985868275|1.15E-06
D0|â€¢ Implementing New Efforts To Measure And Monitor Nursing Home Quality.|||0.998720169|0.7214541
D0|This month, the HCFA began conecting information on resident care through a national automated data system that will be analyzed to identify potential areas of inadequate care in nursing homes and to assess performance in critical areas.|||-0.799132347|3.17E-06
|||||
D0|I. PURPOSE To highlight your commitment to improve the quality of nursing homes by announcing tough new legislative and administrative actions.|||0.978511274|0.93899757
|||||
D0|BACKGROUND There are approximately 16,800 nursing homes in the United States, serving 1.6 million people.|||0.992220938|0.007324803
D0|Since HCFA put new regulations in place in 1995, the health and safety of nursing homes has improved.|||0.998820722|3.51E-05
D0|But Senator Grassley will unveil a report next week on the shortcomings in nursing home care, and HCFA will transmit a report to Congress tomorrow concluding that tougher enforcement is needed to ensure high quality in all nursing homes.|||-0.992558837|0.023086345
D0|You will respond to both of these reports with a tough new initiative to crack down on bad apple nursing homes and ensure high quality care.|||0.965891778|0.925005
|||||
D0|New Legislation to Improve the Quality of Nursing Homes.|||0.951032817|0.007089091
D0|You will announce that you are transmitting legislation to the Hill this week that calls for:|||-0.953417301|0.97479886
|||||
D0|â–ª New Criminal Background Checks.|||0.832912326|0.7819372
D0|An important way to improve the quality of nursing homes is to prevent inadequate personnel from entering the system in the first place.|||0.994268537|0.003818693
D0|The legislation you will propose would require nursing homes to conduct criminal background checks on all potential personnel.|||-0.771852374|0.20812663
|||||
D0|â–ª National Abuse Registry.|||-0.992507756|0.001358089
D0|Once inadequate personnel have been identified, they should be kept out of the system.|||-0.998928726|0.002620135
D0|The new legislation will ask Congress to establish a national registry of nursing home employees convicted of abusing residents.|||-0.979383171|3.35E-07
|||||
D0|â–ª Nutrition and Hydration Therapy.|||0.995614886|0.6282415
D0|Currently, too few nursing home staff are available to help feed residents.|||-0.972392321|1.41E-06
D0|To improve nutrition in nursing homes, you will ask Congress to allow more categories of nursing home employees to perform crucial nutrition and hydration functions.|||0.620031476|0.000536635
|||||
D0|â€¢ Reauthorization of the ursing Home Ombudsman Program.|||0.974634826|0.004735279
D0|You also will call on Congress to reauthorize the nursing home ombudsman program run by the Administration on Aging, which provides consumers with critical information on poor-quality nursing homes, including records of abuse and neglect.|||-0.971354961|2.47E-05
|||||
D0|New Administrative Actions To Improve the Quality of Nursing Homes.|||0.786636233|0.032164905
D0|You will announce new administrative actions that HCFA will implement immediately, including:|||0.952222824|0.9713982
|||||
D0|â€¢ Immediate Civil Monetary Penalties in Nursing Homes That Violate Federal Standards.|||0.578262687|0.5528996
D0|To crack down on inadequate providers, HCFA will direct enforcement authorities to impose civil monetary penalties immediately upon finding a serious or chronic violation.|||-0.997290909|0.099763334
D0|Under current practice, enforcement officials often give nursing homes a second chance to come into compliance, rather than impose immediate sanctions.|||0.958505929|0.004280519
|||||
D0|â€¢ Tougher Nursing Home Inspections.|||0.9834463|0.5218859
D0|Starting today, HCFA will take several steps to strengthen states' inspection of nursing homes, such as:|||0.905729949|3.56E-05
|||||
D0|Staggering survey times: The report that HCFA is transmitting to Congress finds that nursing home inspeciions are too predictable, allowing inadequate homes to prepare for inspections.|||-0.997771919|0.92099714
D0|Enforcement officials will now stagger survey times and conduct some surveys on weekends and evenings.|||0.969813108|0.000339088
|||||
D0|Targeting chains with bad records: Federal and State officials will target nursing home chains that have a poor record of compliance with the Federal regulations for additional inspections.|||-0.999842167|0.000142853
|||||
D0|Increasing criminal investigations: HCFA also will work with the HHS Office of Inspector General and Department of Justice to refer egregious violations of quality of care standards for criminal investigation and prosecution when appropriate.|||0.977162182|0.004065799
|||||
D0|â€¢ Stronger Federal Oversight of State Inspections.|||0.992271423|0.99475586
D0|HCFA will increase its oversight of state surveyors, review and monitor nursing homes with greater consistency, and take new tough actions against those states that are failing to adequately enforce standards.|||0.832195938|0.9987519
D0|It will:|||0.907842398|0.42061514
|||||
D0|Terminate Federal nursing home inspection funding to states with continual poor records.|||-0.999656916|1.19E-06
D0|The report being released by HCFA finds that some states have cited few or no nursing homes for substandard care.|||-0.992065251|0.000550981
D0|In states where oversight is clearly inadequate, HCFA will terminate state contracts and contract with other entities to conduct Federally-approved inspections.|||-0.996656418|0.086141735
|||||
D0|Increase oversigpt of state inspections.|||-0.902760923|0.8242021
D0|HCFA will increase its review of the surveys conducted by the states to ensure thorough oversight, as well as provide additional training and other assistance to state-enforcement officials.|||0.966634154|0.8858632
|||||
D0|Ensure that nursing homes are in compliance with standards before lifting sanctions.|||0.973706603|0.012115426
D0|HCFA will increase oversight of state enforcement officials to ensure that they will not lift sanctions until after an on-site visit has verified compliance.|||-0.942914307|0.54327524
|||||
D0|â€¢ Preventing Bed Sores, Dehydration, and Malnutrition.|||0.998261869|0.008663265
D0|HCFA will implement new oversight to ensure that nursing homes take actions to prevent bed sores, dehydration, and malnutrition.|||0.965949774|0.040685218
D0|State surveyors will be required to monitor these activities, and sanction nursing homes with patterns of violations.|||-0.985761344|4.33E-06
D0|HCFA also will work with the Administration on Aging, the American Dieticians Association, clinicians, consumers, and nursing homes to develop best practice guidelines to prevent malnutrition and dehydration.|||0.985085189|3.56E-05
|||||
D0|â€¢ Publishing Survey Results on the Internet.|||0.973299444|0.006182999
D0|To increase accountability and flag repeat offenders for families and the public, HCFA will, for the first time, post individual nursing home survey results on the Internet.|||-0.944458246|2.50E-05
|||||
D0|â€¢ Implementing New Efforts to Measure and Monitor Nursing Home Quality.|||0.998720169|0.7214541
D0|In June 1998, HCFA began collecting information on resident care through a national automated data system, known as Minimum Data Sets.|||0.939590871|6.85E-06
D0|This information will be analyzed to identify potential areas of inadequate care in nursing homes and to assess performance in critical areas, such as nutrition, avoidable bed sores, loss of mobility, and use ofrestraints.|||0.9288674|9.42E-05
D0|This assessment will help HCFA and state surveyors to identify nursing homes for immediate on-site inspections and to detect and correct problems earlier.|||0.997020304|8.61E-06
|||||
D0|Briefing Participants: Secretary Shalala Bruce Reed Chris Jennings Participants:|||0.964361429|0.001738307
D0|Secretary Shalala Members of senior citizen organizations|||0.980932713|0.000429017
|||||
D0|PRESS PLAN Pool Press.|||0.995310962|0.09281562
|||||
D0|V. SEQUENCE OF EVENTS     â€¢ Secretary Shalala will make remarks and introduce YOU.|||0.997605681|0.99475175
D0|â€¢ YOU will deliver a statement.|||0.999305964|0.9953389
D0|â€¢ YOU may answer questions from the pool, and then depart.|||-0.998082399|0.056317512
|||||
D0|REMARKS Remarks Provided by Speechwriting|||-0.964267194|0.9772399
|||||
D0|On Monday, we (DPC, 0MB and HHS) will brief you on the status of our Medicaid provider tax enforcement plans for New York and other states who may be out of compliance with current law and regulations.|||-0.807508469|0.000955554
D0|As you well know, this issue is extremely controversial.|||-0.856462836|0.99004656
